"Primary_Key","School Number","School Year","School Name","Official School Name","LEA Number","LEA Name","Name Prefix Description","Principal First Name","Principal Middle Name","Principal Last Name","Principal Name Suffix","Principal Email","Address Line1","Address Line2","City","State","Zip Code 5","Zip Code 4","Phone Office Area","Phone Office Exch","Phone Office Line","Phone Fax Area","Phone Fax Exch","Phone Fax Line ","Mailing Address Line1","Mailing Address Line2","Mailing City","Mailing State","Mailing Zip Code 5","Mailing Zip Code 4","URL School Address","Sch Operational Status","Sch Operational Status Desc","Opening Effective Date","Closing Date","School Type","School Type Desc","School Program Type","School Program Type Desc","Grade Level Current","Grade Level Approved","Grade Level First Year","Title I","School Calendar Type","School Calendar Description","Extended Hours","School Schedule Type","School Schedule Type Desc","School Designation Type","School Designation Desc","Virtual Status","SBE Region","SBE Region Names","Accreditation Status","Accreditation Status Desc","Federal School Number","College Board Number","School Membership","School Year For Sch Membership","School Teacher Count","School Year For Teachers","Cooperative Innovative HS","Cooperative MMYYYY SBE Approve","First Yr Est ADM","First Yr Est Paid Teacher FTE","Newly Constructed Facility","Occupancy Date","What Facility Will Sch Occupy","Share Space","Share Space Describe","New Sch Population From","List Of Closing Schools","County Code","County Description","Opening In School Year","Locale Type","Locale Type Desc","School Closings?","School Systartstatus","Record Created Timestamp","Record Created By","Last Changed Timestamp","Last Changed By"
"2603022024","260302","2024","Alma O Easom Elementary","Alma O Easom Elementary","260","Cumberland County Schools","Dr","Kasey","-","Weaver","-","kaseyweaver@ccs.k12.nc.us","1610 Westlawn Avenue","-","Fayetteville","NC","28305","4722","910","484","0194","910","484","4486","-","-","-","-","-","-","http://www.aees.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","KG:01","KG:01","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102119","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 12:00AM","EDDIE","07-07-2022 01:15PM","bobbijo_pova"
"2603062024","260306","2024","Armstrong Elementary","Armstrong Elementary","260","Cumberland County Schools","Ms","Bianca","-","Carter","-","biancacarter@ccs.k12.nc.us","3395 Dunn Road","-","Eastover","NC","28312","-","910","483","2425","910","483","1842","-","-","-","-","-","-","http://www.aes.ccs.k12.nc.us/","1","Open","30-JUN-97","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102085","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:16PM","bobbijo_pova"
"2603082024","260308","2024","Ashley Elementary","Ashley Elementary","260","Cumberland County Schools","Ms","Sherrill","-","Haley","-","sherrillhaley@ccs.k12.nc.us","810 Trainer Drive","-","Fayetteville","NC","28304","-","910","484","4156","910","484","3175","-","-","-","-","-","-","http://www.ashes.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","03:04:05","03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100394","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:16PM","bobbijo_pova"
"2603102024","260310","2024","Loyd E Auman Elementary","Loyd E Auman Elementary","260","Cumberland County Schools","Ms","Tara","-","Bratcher","-","tarabratcher@ccs.k12.nc.us","6882 Raeford Road","-","Fayetteville","NC","28304","2629","910","868","8153","910","868","0712","-","-","-","-","-","-","http://www.laes.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102120","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:29PM","bobbijo_pova"
"2603122024","260312","2024","Beaver Dam Elementary","Beaver Dam Elementary","260","Cumberland County Schools","Ms","Brooke","-","Griffie","-","brookegriffie@ccs.k12.nc.us","12059 Hwy 210 S","-","Roseboro","NC","28382","9304","910","838","0008","910","531","4353","-","-","-","-","-","-","http://www.bdes.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:KG:01:02:03:04:05","P0:P1:P2:P3:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100395","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:19PM","bobbijo_pova"
"2603182024","260318","2024","Jack Britt High","Jack Britt High School","260","Cumberland County Schools","Mr","Scott","-","Pope","-","ScottPope@ccs.k12.nc.us","7403 Rockfish Road","-","Fayetteville","NC","28306","-","910","429","2800","910","429","2810","-","-","-","-","-","-","http://www.jbhs.ccs.k12.nc.us/","1","Open","30-JUN-00","-","R","Regular School","N","None","09:10:11:12:XG","09:10:11:12:XG","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102512","341323","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:27PM","bobbijo_pova"
"2603202024","260320","2024","Brentwood Elementary","Brentwood Elementary","260","Cumberland County Schools","Ms","Casey","-","Yates","-","caseyyates@ccs.k12.nc.us","1115 Bingham Drive","-","Fayetteville","NC","28304","2898","910","864","5310","910","864","2266","-","-","-","-","-","-","http://www.bes.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100397","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:20PM","bobbijo_pova"
"2603212024","260321","2024","Douglas Byrd Middle","Douglas Byrd Middle","260","Cumberland County Schools","Dr","Christina","-","DiGaudio","-","christinadigaudio@ccs.k12.nc.us","1616 Ireland Drive","-","Fayetteville","NC","28304","4363","910","483","3101","910","483","3741","-","-","-","-","-","-","http://www.dbms.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100399","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:24PM","bobbijo_pova"
"2603222024","260322","2024","Douglas Byrd High","Douglas Byrd High","260","Cumberland County Schools","Mr","Kenneth","B.","Williams","-","kennethwilliams@ccs.k12.nc.us","1624 Ireland Drive","-","Fayetteville","NC","28304","4363","910","484","8121","910","323","4127","-","-","-","-","-","-","http://www.dbhs.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","09:10:11:12:XG","09:10:11:12:XG","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100400","341315","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:23PM","bobbijo_pova"
"2603252024","260325","2024","Cape Fear High","Cape Fear High","260","Cumberland County Schools","Dr","Jason","-","Jordan","-","jasonjordan@ccs.k12.nc.us","4762 Clinton Road","-","Fayetteville","NC","28312","8976","910","483","0191","910","483","1679","-","-","-","-","-","-","http://www.cfhs.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","09:10:11:12:XG","09:10:11:12:XG","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100402","341298","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:20PM","bobbijo_pova"
"2603262024","260326","2024","Elizabeth M Cashwell Elementary","Elizabeth M Cashwell Elementary School","260","Cumberland County Schools","Ms","Tiffany","-","Eakins","-","tiffanyeakins@ccs.k12.nc.us","2970 Legion Road","-","Fayetteville","NC","28306","3225","910","424","2312","910","423","9673","-","-","-","-","-","-","http://www.eces.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100403","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:25PM","bobbijo_pova"
"2603322024","260332","2024","Eastover-Central Elementary","Eastover-Central Elementary","260","Cumberland County Schools","Ms","April","-","Thomas","-","aprilthomas@ccs.k12.nc.us","5174 Dunn Road","-","Eastover","NC","28312","-","910","483","8997","910","483","6177","-","-","-","-","-","-","http://www.ecnes.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100405","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:24PM","bobbijo_pova"
"2603362024","260336","2024","Anne Chesnutt Middle","Anne Chesnutt Middle","260","Cumberland County Schools","Mr","David","-","Greene","-","davidgreene@ccs.k12.nc.us","2121 Skibo Road","-","Fayetteville","NC","28314","-","910","867","9147","910","868","3695","-","-","-","-","-","-","http://www.acms.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","Y","Year Round","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100406","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:16PM","bobbijo_pova"
"2603382024","260338","2024","Cliffdale Elementary","Cliffdale Elementary","260","Cumberland County Schools","Mr","Tyrell","-","Davis","-","tyrelldavis@ccs.k12.nc.us","6450 Cliffdale Road","-","Fayetteville","NC","28314","2099","910","864","3442","910","867","2940","-","-","-","-","-","-","http://www.ces.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100407","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","08-16-2023 04:03PM","bobbijo_pova"
"2603402024","260340","2024","College Lakes Elementary","College Lakes Elementary","260","Cumberland County Schools","Ms","Brenda","-","Ware-McAllister","-","brendaware-mcallister@ccs.k12.nc.us","4963 Rosehill Road","-","Fayetteville","NC","28311","6941","910","488","6650","910","630","0221","-","-","-","-","-","-","http://www.cles.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:KG:01:02:03:04:05","P0:P1:P2:P3:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100408","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:21PM","bobbijo_pova"
"2603422024","260342","2024","C Wayne Collier Elementary","C Wayne Collier Elementary","260","Cumberland County Schools","Ms","Larissa","-","Perkins","-","larissaperkins@ccs.k12.nc.us","3522 Sturbridge Drive","-","Hope Mills","NC","28348","2198","910","424","7200","910","424","1684","-","-","-","-","-","-","http://www.cwces.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102121","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:20PM","bobbijo_pova"
"2603442024","260344","2024","J W Coon Elementary","J W Coon Elementary","260","Cumberland County Schools","Ms","Tianna","-","O'Brien","-","tiannaobrien@ccs.k12.nc.us","905 Hope Mills Road","-","Fayetteville","NC","28304","4295","910","425","6141","910","425","0878","-","-","-","-","-","-","http://www.jwces.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100409","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:27PM","bobbijo_pova"
"2603472024","260347","2024","Cumberland International Early College","Cumberland International Early College High School","260","Cumberland County Schools","Ms","Caroline","-","Sanchez","-","carolinesanchez@ccs.k12.nc.us","1200 Murchison Rd","J Knuckles Science Annex","Fayetteville","NC","28301","-","910","226","6485","-","-","-","-","-","-","-","-","-","http://www.ciechs.ccs.k12.nc.us/","1","Open","01-AUG-11","-","R","Regular School","E","Early College","09:10:11:12:XG","09:10:11:12:XG","09","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001103228","341330","-","-","-","-","Y","012011","65","5","N","-","A school that is now closed - Hillsboro St.","N","-","All comprehensive high schools","-","026","Cumberland","2012","12","City, Midsize","N","-","04-06-2011 12:00AM","joseph_locklear","06-13-2023 04:52PM","bobbijo_pova"
"2603482024","260348","2024","Cumberland Mills Elementary","Cumberland Mills Elementary School","260","Cumberland County Schools","Ms","Amy","-","McDowell","-","amymcdowell@ccs.k12.nc.us","2576 Hope Mills Road","-","Fayetteville","NC","28306","9372","910","424","4536","910","423","6359","-","-","-","-","-","-","http://www.cmes.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100410","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:22PM","bobbijo_pova"
"2603522024","260352","2024","Cumberland Road Elementary","Cumberland Road Elementary","260","Cumberland County Schools","Dr","Michele","-","Cain","-","MicheleCain@ccs.k12.nc.us","2700 Cumberland Road","-","Fayetteville","NC","28306","2246","910","485","7171","910","484","5616","-","-","-","-","-","-","http://www.cres.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100411","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:22PM","bobbijo_pova"
"2603542024","260354","2024","Cross Creek Early College","Cross Creek Early College","260","Cumberland County Schools","Mr","Christian","-","Qually","-","christianqually@ccs.k12.nc.us","1200 Murchison Road","-","Fayetteville","NC","28301","-","910","500","7551","910","676","7712","-","-","-","-","-","-","http://www.ccechs.ccs.k12.nc.us/","1","Open","02-JUL-05","-","R","Regular School","E","Early College","09:10:11:12:XG","09:10:11:12:XG","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102756","341294","-","-","-","-","Y","082005","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:21PM","bobbijo_pova"
"2603562024","260356","2024","District No 7 Elementary","District No 7 Elementary","260","Cumberland County Schools","-","Kamal","-","Watkins","-","kamalwatkins@ccs.k12.nc.us","5721 Smithfield Road","-","Wade","NC","28395","9708","910","483","0001","910","483","6047","-","-","-","-","-","-","http://www.d7es.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100412","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:23PM","bobbijo_pova"
"2603572024","260357","2024","Gray's Creek High","Gray's Creek High School","260","Cumberland County Schools","Ms","Lisa","-","Stewart","-","lisagstewart@ccs.k12.nc.us","5301 Celebration Drive","-","Hope Mills","NC","28348","-","910","424","8589","910","424","7411","-","-","-","-","-","-","http://www.gchs.ccs.k12.nc.us","1","Open","30-JUN-03","-","R","Regular School","N","None","09:10:11:12:XG","09:10:11:12:XG","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102663","341901","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:26PM","bobbijo_pova"
"2603582024","260358","2024","Luther Nick Jeralds Middle","Luther Nick Jeralds Middle","260","Cumberland County Schools","Ms","Joy","-","Williams","-","joywilliams@ccs.k12.nc.us","2517 Ramsey Street","-","Fayetteville","NC","28301","3859","910","822","2570","910","822","1534","-","-","-","-","-","-","http://www.lnjms.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102123","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:29PM","bobbijo_pova"
"2603592024","260359","2024","E E Smith High","E E Smith High","260","Cumberland County Schools","Mr","Larry","-","Parker","-","larryparker@ccs.k12.nc.us","1800 Seabrook Road","-","Fayetteville","NC","28301","-","910","483","0153","910","483","7696","-","-","-","-","-","-","http://www.eeshs.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","09:10:11:12:XG","09:10:11:12:XG","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102124","341305","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:24PM","bobbijo_pova"
"2603612024","260361","2024","Ferguson-Easley Elementary","Ferguson-Easley Elementary","260","Cumberland County Schools","Mr","Eric","-","McLaurin","-","ericmclaurin@ccs.k12.nc.us","1857 Seabrook Road","-","Fayetteville","NC","28301","0531","910","483","4883","-","-","-","-","-","-","-","-","-","http://www.fees.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102125","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-03-2023 10:33AM","bobbijo_pova"
"2603622024","260362","2024","Gray's Creek Middle","Gray's Creek Middle","260","Cumberland County Schools","-","Jennifer","-","Jasinski","-","jenniferjasinski@ccs.k12.nc.us","5151 Celebration Drive","-","Hope Mills","NC","28348","-","910","483","4124","910","483","5296","-","-","-","-","-","-","http://www.gcms.ccs.k12.nc.us/","1","Open","30-JUN-01","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102574","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:26PM","bobbijo_pova"
"2603632024","260363","2024","Glendale Acres Elementary","Glendale Acres Elementary","260","Cumberland County Schools","Dr","Julie","A.","Dees","-","juliedees@ccs.k12.nc.us","2915 Skycrest Drive","-","Fayetteville","NC","28304","3699","910","484","9031","910","486","8750","-","-","-","-","-","-","http://www.gaes.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","PK:KG:01:02","PK:KG:01:02","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102126","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:25PM","bobbijo_pova"
"2603642024","260364","2024","Alderman Road Elementary","Alderman Road Elementary","260","Cumberland County Schools","Ms","Stephanie","-","Matarese","-","stephaniematarese@ccs.k12.nc.us","2860 Alderman Road","-","Fayetteville","NC","28306","-","910","321","0398","910","321","0744","-","-","-","-","-","-","http://ares.ccs.k12.nc.us","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100414","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:15PM","bobbijo_pova"
"2603652024","260365","2024","R Max Abbott Middle","R Max Abbott Middle","260","Cumberland County Schools","-","Sharley","-","Ditmore","-","sharleyditmore@ccs.k12.nc.us","590 Winding Creek Road","-","Fayetteville","NC","28305","5134","910","323","2201","910","485","0841","-","-","-","-","-","-","http://www.mams.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102127","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:31PM","juanita_maurer"
"2603662024","260366","2024","Howard L Hall Elementary","Howard L Hall Elementary","260","Cumberland County Schools","Mrs","Erica","-","Fenner-McAdoo","-","ericafenner@ccs.k12.nc.us@ccs.k12.nc.us","526 Andrews Road","-","Fayetteville","NC","28311","1110","910","822","5100","910","822","8413","-","-","-","-","-","-","http://www.hhes.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","KG:01:02:03:04:05","KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102128","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:26PM","bobbijo_pova"
"2603672024","260367","2024","Bill Hefner Elementary","Bill Hefner Elementary","260","Cumberland County Schools","Dr","Zakiyyah","-","Backman","-","zakiyyahbackman@ccs.k12.nc.us","7059 Calamar Drive","-","Fayetteville","NC","28314","-","910","860","7058","910","860","7062","-","-","-","-","-","-","http://www.bhes.ccs.k12.nc.us/","1","Open","30-JUN-95","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001101377","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:20PM","bobbijo_pova"
"2603682024","260368","2024","Hope Mills Middle","Hope Mills Middle","260","Cumberland County Schools","Ms","Regina","-","Blanding","-","reginablanding@ccs.k12.nc.us","4975 Cameron Road","-","Hope Mills","NC","28348","2498","910","425","5106","910","423","5887","-","-","-","-","-","-","http://www.hmms.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100415","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:26PM","bobbijo_pova"
"2603692024","260369","2024","John R Griffin Middle","John R Griffin Middle","260","Cumberland County Schools","Dr","Latreicia","-","Allen","-","latreiciaallen@ccs.k12.nc.us","5551 Fisher Road","-","Fayetteville","NC","28304","-","910","424","7678","910","424","7602","-","-","-","-","-","-","http://www.jgms.ccs.k12.nc.us/","1","Open","30-JUN-99","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001102439","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:28PM","bobbijo_pova"
"2603702024","260370","2024","Ed V Baldwin Elementary","Ed V Baldwin Elementary","260","Cumberland County Schools","Ms","Meshonda","-","Williams","-","meshondawilliams@ccs.k12.nc.us","4441 Legion Road","-","Hope Mills","NC","28348","1626","910","424","0145","910","424","7359","-","-","-","-","-","-","http://www.evbes.ccs.k12.nc.us/","1","Open","30-JUN-90","-","R","Regular School","N","None","P0:P1:P2:P3:PK:KG:01:02:03:04:05","P0:P1:P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","4","Sandhills","SA","SACS","370001100416","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","026","Cumberland","-","12","City, Midsize","-","1","04-23-2010 02:49PM","EDDIE","07-07-2022 01:25PM","bobbijo_pova"
